step,r1x,r1y,r2x,r2y
58,-0.7710463742083438,0.6514804921792181,0.25524355628855966,-0.9187113744533889
59,-0.6498370838236962,0.7399160170905439,0.2581167294215969,-0.8455594611947035
60,-0.5659889237398961,0.7990328008861924,0.2686371120221336,-0.8190962369114996
61,-0.5310154475052256,0.8234700393702328,0.3019542244175437,-0.7179319237873847
62,-0.447957793453552,0.8680732309447349,0.30837433921333984,-0.661154713288473
63,-0.31342005389100114,0.9062415292140851,0.3086798713827841,-0.6008636742597523
64,-0.23315474999145264,0.9225350040719087,0.2892655285374862,-0.44031931180540196
65,-0.20313069801465444,0.9279325349224022,0.26303606827959547,-0.28122958849717183
66,-0.055217394549959206,0.9488495667262224,0.23671635642811722,-0.12682458667992377
67,0.10178257402573346,0.9667554387520121,0.21493222828649844,0.00034720829014308534
68,0.2305280971964237,0.9808389202347989,0.20357543358156854,0.06657762048246446
69,0.29703248762377565,0.988047904446351,0.19729520073190948,0.1031896197694967
70,0.33382716829048215,0.9920238172227417,0.2056894183580466,0.26425403658937574
71,0.49264226042341985,0.9963531982558156,0.23279374004029849,0.4231761270268282
72,0.626557663376283,0.9934145921365443,0.26138410272361734,0.5770614562137186
73,0.6991232663100853,0.9910915521070898,0.2851382736986572,0.703355648369937
74,0.7251127760060594,0.990178921764722,0.2974733912482384,0.7687683112607961
75,0.8480553757097935,1.0101380717075348,0.30430361691019103,0.8049565006549877
76,0.907091419885887,1.0335119524790781,0.3724197250579912,0.9490251671272419
77,0.9411053735116663,1.0485874350786923,0.4548352028173651,1.0723637730031186
78,1.016708173069997,1.0356143950686265,0.5130885695703324,1.15493104855222
79,1.0429577363960985,1.0168676524377267,0.5374599124368974,1.1889927494257293
80,1.061246865968843,1.0225994309012463,0.6204025112393159,1.2583579495109674
81,1.0597207349717783,1.0174671534962547,0.7707524421832814,1.3126612849161874
82,1.1160718234496891,0.9473911736076894,0.9135696178912095,1.3516998152141193
83,1.1169741883218078,0.8661122386861414,1.0106580252334225,1.3768066098841787
84,1.1093770417870963,0.835533310164585,1.05074318166423,1.387017838375852
85,1.1239841704185047,0.8170081427225726,1.1092257802611496,1.4081966657207168
86,1.1420416088438734,0.8131715921743901,1.1446700179462543,1.4306945830625863
87,1.1543966931871301,0.793833522251149,1.1807298132381856,1.453757721720996
88,1.192601557738492,0.7888378278141738,1.2106698598225956,1.461408253475296
89,1.2190012082950756,0.7981750232107514,1.3262085328780193,1.4639954348798656
90,1.2497545881468288,0.7916097302694403,1.4109429334892207,1.4589609890270756
91,1.289079005625246,0.7786613620369269,1.443006883453972,1.4561179956259753
92,1.3712703999835227,0.7554362957630258,1.4567379015039317,1.4559064275619904
93,1.4395202124196769,0.7396133103556289,1.4655799502684215,1.4256167470332626
94,1.466069506155067,0.7340953839358705,1.4402400465000498,1.3849754011925808
95,1.4936412567277806,0.6771884606211607,1.4051190470862884,1.3443991603262002
96,1.486108827568784,0.6450282246600995,1.357698711923973,1.2951755868558177
97,1.4552467635076138,0.645100170446521,1.282934426605104,1.1989993963938423
98,1.432554366694197,0.669394164496407,1.2492508241244664,1.1502696861322024
99,1.3504004063684238,0.6620885296732766,1.223721242414979,1.1072707219138316
100,1.224350367180071,0.5598512105469109,1.206258727135359,1.0240242324311293
101,1.1173083244480961,0.43762983268431915,1.2069146146344805,0.9906460991860953
102,1.0175529226677076,0.3185254031123913,1.2142445091748655,0.8911304686033025
103,0.9415856700500944,0.22717689874777797,1.2171136866014436,0.8309719404173479
104,0.9060899377908054,0.1844237309679011,1.2207443719366873,0.7823721356500402
105,0.8535631259087259,0.13320481075216478,1.2465546588976428,0.710096246570638
106,0.7063437518523118,0.06302045667402498,1.2612421885981444,0.6854054139376163
107,0.5528120640299021,0.007345348914303427,1.355473909582571,0.7094376651990391
108,0.39972459795819826,-0.04619255716615444,1.4286122021118683,0.8030860460610638
109,0.2551517535974943,-0.09650742288379591,1.4534899249872382,0.8557316221270623
110,0.15015083455681363,-0.1330210519708753,1.4517829207689932,0.8602039234575397
111,0.10387574073562285,-0.14910985317359815,1.4777957916396696,0.8162003868921973
112,0.09890544541177068,-0.12853492714668596,1.4711737886593728,0.7852288240355978
113,0.12779173620552525,0.017672113702894905,1.4431969314798456,0.666862619375549
114,0.20181033930084596,0.11870495708421266,1.4482355292365054,0.5625380305599765
115,0.24342208703763185,0.1652802092371816,1.4543495379499383,0.5184630876836825
116,0.27728388761056355,0.19920195948342848,1.4426911101278201,0.4243986473549044
117,0.4041292648989997,0.2715378203307728,1.349306178526233,0.29336828478240545
118,0.4929313674677145,0.30563828989724234,1.2427853251821825,0.17660421191809264
119,0.5288349491740233,0.31774609116896224,1.1493564851584888,0.07770738963129775
120,0.5232976420922035,0.24819286357936055,1.0963953358647407,0.022032345609050243
121,0.45290185922482795,0.10216681308330508,1.0770189777986798,0.0017053095966700882
122,0.3560763145543382,-0.029514022171699093,1.1513197781882103,-0.08131237872538537
123,0.25669284458699326,-0.15927820115058478,1.2819358028415158,-0.11852885768360155
124,0.15709728964421094,-0.28874030147185464,1.3598716121130714,-0.1268250211910678
125,0.058070310871925414,-0.41739592112287527,1.3887089985918601,-0.12841045907145007
126,-0.03608622773863948,-0.5397154999298839,1.4488465154273502,-0.16679742756869959
127,-0.10642680374956637,-0.6310945472321413,1.4638616703668679,-0.20480990059780763
128,-0.13841096142168904,-0.67264487758893,1.4193827988269674,-0.2231905176141265
129,-0.17380817186673225,-0.7353364078004888,1.2635491501247205,-0.19031802254475733
130,-0.18407678429041252,-0.8966718237755389,1.1198226799549105,-0.11720729631607321
131,-0.1707367300975553,-1.0511955221998748,0.9822636645195036,-0.0414128215456718
132,-0.1577991958880263,-1.1684249156666615,0.8678246685628545,0.0223759502654449
133,-0.15148836714761066,-1.22282877263846,0.806954799066276,0.056386318433990695
134,-0.172217719274881,-1.2566554571835538,0.7736902576269662,0.07498754639886401
135,-0.3299096850453172,-1.279907342541026,0.7122060484904645,0.21993546923920088
136,-0.49088542035782984,-1.2517569593274793,0.7028938158392108,0.3808693712039726
137,-0.6508587243951114,-1.2182012406588565,0.70062618461699,0.5377297586333065
138,-0.8106417670675845,-1.1840730724715987,0.6995852644712521,0.6678881924427942
139,-0.9698141570966778,-1.1500048168394135,0.6991291966116066,0.7365117726249892
140,-1.1239596068049014,-1.1170038254456467,0.6988957366073698,0.7742532552984298
141,-1.2489592652560426,-1.090241588979503,0.6387910732327244,0.922991349692041
142,-1.3124301270139684,-1.0766524572400353,0.5504055851614965,1.0583662220438474
143,-1.344165307796004,-1.073186331646305,0.45961264858114526,1.190661329164931
144,-1.4258520069779825,-1.1981739702230245,0.37397337953345233,1.31463091165748
145,-1.4361046605572287,-1.3392428577267284,0.3128957617074652,1.402949181311774
146,-1.4340051953295039,-1.4241425558174954,0.2864882795363436,1.4411239816850665
147,-1.4323096779980444,-1.4561791699828364,0.22347432679848475,1.4925232666140424
148,-1.405421333595594,-1.3790270791577266,0.06416174455237722,1.5024566041784593
149,-1.3925207771696002,-1.2177732112128576,-0.08768261983577458,1.4844395348030606
150,-1.4135088924476087,-1.0564996337441679,-0.20097313912741574,1.4676528794291166
151,-1.4378938614733192,-0.9017091672380353,-0.25257727966520405,1.4596421885758786
152,-1.4576838555582647,-0.7793879115802642,-0.32107836491382935,1.4392193916776068
153,-1.4674179258111482,-0.7195730848088134,-0.44236745572062475,1.3344554551663517
154,-1.4762398192523811,-0.6594578180522037,-0.5439948189612286,1.2182678129077507
155,-1.484371324680257,-0.5120557694554169,-0.6207955400796744,1.126482032260659
156,-1.4854506299105203,-0.41521658647413195,-0.6571325504339041,1.0826103900031783
157,-1.4854219825838033,-0.3763047232659757,-0.6996478690209604,1.0418550586447857
158,-1.4321184240906304,-0.33104968217432595,-0.855079408297692,1.018378339830293
159,-1.2998976127006834,-0.34386003151667016,-0.9979551523857686,1.0323456270802025
160,-1.2291801774677016,-0.3736066586020419,-1.0872710082244983,1.045170742510906
161,-1.204389066138733,-0.38679929701825705,-1.1219877000246452,1.0506041263499966
162,-1.1498612613144548,-0.44740283132919956,-1.2232431195916098,1.0003364368083627
163,-1.1390466994739066,-0.47974313162434046,-1.293524906859723,0.855213754673384
164,-1.1244203248480373,-0.5451172927586967,-1.3461695409634218,0.7031539037530905
